code,parent_code,name,code_path,name_path
6207002,620700,甘州区,area/CHN/620000/620700/6207002,中国-甘肃-张掖-甘州区
62070021,620700,肃南裕固族自治县,area/CHN/620000/620700/62070021,中国-甘肃-张掖-肃南裕固族自治县
62070022,620700,民乐县,area/CHN/620000/620700/62070022,中国-甘肃-张掖-民乐县
62070023,620700,临泽县,area/CHN/620000/620700/62070023,中国-甘肃-张掖-临泽县
62070024,620700,高台县,area/CHN/620000/620700/62070024,中国-甘肃-张掖-高台县
62070025,620700,山丹县,area/CHN/620000/620700/62070025,中国-甘肃-张掖-山丹县
6208002,620800,崆峒区,area/CHN/620000/620800/6208002,中国-甘肃-平凉-崆峒区
62080021,620800,泾川县,area/CHN/620000/620800/62080021,中国-甘肃-平凉-泾川县
62080022,620800,灵台县,area/CHN/620000/620800/62080022,中国-甘肃-平凉-灵台县
62080023,620800,崇信县,area/CHN/620000/620800/62080023,中国-甘肃-平凉-崇信县
62080024,620800,华亭县,area/CHN/620000/620800/62080024,中国-甘肃-平凉-华亭县
62080025,620800,庄浪县,area/CHN/620000/620800/62080025,中国-甘肃-平凉-庄浪县
